Random,Name,Date,Location,Total Hours,Billable Hours,Clients Assigned,Clients Seen 
19,Bobbie Cannella  ,3/14/2020,Location B,0.00,0,4,4
2,Bobbie Cannella  ,4/3/2020,Location B,3.00,1,4,4
73,Frederica Tope  ,2/11/2020,Location B,5.00,2,3,2
87,Rueben Maxfield  ,1/7/2020,Location C,7.00,6,2,2
49,Rueben Maxfield  ,4/6/2020,Location A,5.00,5,1,1
78,Bobbie Cannella  ,1/4/2020,Location D,4.00,1,5,3
81,Rueben Maxfield  ,3/7/2020,Location C,6.00,0,1,1
94,Khalilah Gratz  ,3/29/2020,Location A,5.00,1,4,3
58,Khalilah Gratz  ,2/28/2020,Location C,1.00,1,4,1
88,Bobbie Cannella  ,4/3/2020,Location B,0.00,0,2,1
13,Frederica Tope  ,1/22/2020,Location B,0.00,0,3,3
12,Carolina Golla  ,1/10/2020,Location B,8.00,6,4,1
10,Khalilah Gratz  ,3/9/2020,Location A,4.00,1,4,3
59,Dorine Varnell  ,1/6/2020,Location B,0.00,0,3,2
19,Dorine Varnell  ,3/6/2020,Location B,5.00,3,5,5
21,Alvina Brazee  ,1/18/2020,Location B,2.00,1,3,2
35,Archie Mobley  ,2/24/2020,Location C,7.00,2,5,4
66,Rueben Maxfield  ,1/27/2020,Location C,3.00,0,2,2
39,Alvina Brazee  ,2/27/2020,Location B,4.00,1,1,1
63,Bobbie Cannella  ,1/14/2020,Location B,7.00,5,2,2
43,Bobbie Cannella  ,4/3/2020,Location B,0.00,0,5,2
97,Rueben Maxfield  ,2/26/2020,Location A,0.00,0,3,1
17,Carolina Golla  ,2/19/2020,Location B,5.00,5,2,2
37,Dorine Varnell  ,2/15/2020,Location B,0.00,0,5,4
24,Mariano Defibaugh  ,3/3/2020,Location C,2.00,0,4,1
86,Carolina Golla  ,1/10/2020,Location B,5.00,2,3,3
56,Bobbie Cannella  ,4/3/2020,Location B,7.00,7,3,1
100,Carolina Golla  ,3/30/2020,Location B,0.00,0,5,1
63,Mariano Defibaugh  ,3/13/2020,Location A,8.00,6,1,1
61,Dorine Varnell  ,3/16/2020,Location D,0.00,0,4,3
63,Dorine Varnell  ,1/6/2020,Location B,1.00,0,3,1
72,Carolina Golla  ,3/20/2020,Location D,0.00,0,1,1
77,Carolina Golla  ,3/10/2020,Location B,3.00,3,3,3
78,Frederica Tope  ,3/22/2020,Location B,4.00,4,4,1
84,Rueben Maxfield  ,1/7/2020,Location C,8.00,4,1,1
12,Khalilah Gratz  ,3/9/2020,Location A,0.00,0,5,4
22,Khalilah Gratz  ,4/8/2020,Location C,3.00,0,3,1
44,Carolina Golla  ,4/9/2020,Location D,6.00,1,4,3
17,Bobbie Cannella  ,2/23/2020,Location B,5.00,1,3,3
92,Archie Mobley  ,3/25/2020,Location A,3.00,3,3,1
37,Frederica Tope  ,3/22/2020,Location B,6.00,2,4,1
76,Archie Mobley  ,3/15/2020,Location C,5.00,1,4,2
37,Frederica Tope  ,3/2/2020,Location B,7.00,1,4,1
8,Carolina Golla  ,1/30/2020,Location B,3.00,2,3,2
87,Khalilah Gratz  ,2/8/2020,Location C,7.00,2,4,1
20,Felica Pajak  ,3/11/2020,Location C,0.00,0,3,1
85,Bobbie Cannella  ,1/24/2020,Location D,5.00,2,1,1
38,Khalilah Gratz  ,4/8/2020,Location C,3.00,1,1,1
56,Felica Pajak  ,3/21/2020,Location A,4.00,2,5,5
39,Carolina Golla  ,1/30/2020,Location B,1.00,0,2,2
87,Khalilah Gratz  ,3/29/2020,Location A,0.00,0,4,2
37,Felica Pajak  ,2/10/2020,Location A,4.00,4,5,5
66,Felica Pajak  ,3/11/2020,Location C,0.00,0,5,4
5,Frederica Tope  ,1/12/2020,Location D,6.00,2,3,1
41,Carolina Golla  ,1/20/2020,Location D,0.00,0,1,1
60,Khalilah Gratz  ,3/9/2020,Location A,8.00,6,4,1
89,Alvina Brazee  ,2/7/2020,Location B,8.00,1,2,2
29,Khalilah Gratz  ,2/18/2020,Location A,8.00,7,5,4
65,Bobbie Cannella  ,1/14/2020,Location B,4.00,2,5,3
13,Carolina Golla  ,1/10/2020,Location B,5.00,4,2,2
50,Archie Mobley  ,2/4/2020,Location C,8.00,3,1,1
58,Carolina Golla  ,3/10/2020,Location B,3.00,1,3,2
64,Alvina Brazee  ,3/8/2020,Location D,0.00,0,4,1
91,Dorine Varnell  ,3/6/2020,Location B,2.00,1,3,1
82,Frederica Tope  ,1/22/2020,Location B,6.00,4,3,2
100,Alvina Brazee  ,2/27/2020,Location B,6.00,5,1,1
45,Dorine Varnell  ,1/16/2020,Location D,8.00,3,2,2
6,Bobbie Cannella  ,3/4/2020,Location D,5.00,0,3,1
16,Khalilah Gratz  ,1/29/2020,Location A,7.00,1,3,2
35,Bobbie Cannella  ,1/24/2020,Location D,0.00,0,4,3
50,Frederica Tope  ,2/21/2020,Location D,5.00,5,2,1
79,Alvina Brazee  ,1/8/2020,Location D,3.00,2,2,1
59,Alvina Brazee  ,4/7/2020,Location B,2.00,0,1,1
2,Mariano Defibaugh  ,4/2/2020,Location A,1.00,0,1,1
8,Felica Pajak  ,3/1/2020,Location A,8.00,3,5,2
1,Dorine Varnell  ,2/15/2020,Location B,6.00,0,4,3
7,Alvina Brazee  ,3/8/2020,Location D,0.00,0,4,3
68,Dorine Varnell  ,4/5/2020,Location D,3.00,3,1,1
96,Mariano Defibaugh  ,1/23/2020,Location C,8.00,2,5,4
58,Frederica Tope  ,1/2/2020,Location B,1.00,1,3,2
92,Bobbie Cannella  ,4/3/2020,Location B,4.00,4,4,2
6,Archie Mobley  ,3/5/2020,Location A,4.00,0,4,2
85,Bobbie Cannella  ,2/23/2020,Location B,7.00,2,3,2
50,Alvina Brazee  ,1/28/2020,Location D,4.00,4,2,2
69,Mariano Defibaugh  ,1/3/2020,Location C,8.00,1,4,1
33,Alvina Brazee  ,1/8/2020,Location D,0.00,0,1,1
94,Rueben Maxfield  ,3/27/2020,Location C,2.00,0,3,2
21,Frederica Tope  ,1/2/2020,Location B,8.00,4,1,1
3,Frederica Tope  ,3/22/2020,Location B,6.00,0,4,3
15,Bobbie Cannella  ,3/4/2020,Location D,5.00,5,1,1
25,Frederica Tope  ,1/12/2020,Location D,5.00,4,4,2
78,Khalilah Gratz  ,2/18/2020,Location A,1.00,1,1,1
31,Mariano Defibaugh  ,2/12/2020,Location C,7.00,2,5,5
37,Khalilah Gratz  ,3/9/2020,Location A,3.00,2,5,1
55,Bobbie Cannella  ,2/3/2020,Location B,7.00,4,5,1
45,Khalilah Gratz  ,1/19/2020,Location C,5.00,2,4,3
25,Felica Pajak  ,1/1/2020,Location A,7.00,2,4,2
11,Mariano Defibaugh  ,3/23/2020,Location C,7.00,1,4,3
36,Archie Mobley  ,2/4/2020,Location C,0.00,0,3,2
96,Bobbie Cannella  ,2/3/2020,Location B,3.00,2,4,1
43,Mariano Defibaugh  ,2/2/2020,Location A,7.00,6,2,1
22,Frederica Tope  ,1/2/2020,Location B,7.00,6,2,2
67,Rueben Maxfield  ,3/7/2020,Location C,4.00,2,3,1
53,Bobbie Cannella  ,2/13/2020,Location D,8.00,6,5,5
32,Frederica Tope  ,1/22/2020,Location B,8.00,1,5,5
39,Frederica Tope  ,4/1/2020,Location D,2.00,2,1,1
91,Mariano Defibaugh  ,2/12/2020,Location C,8.00,5,4,4
51,Khalilah Gratz  ,3/9/2020,Location A,2.00,0,2,2
19,Rueben Maxfield  ,4/6/2020,Location A,0.00,0,2,2
92,Archie Mobley  ,1/25/2020,Location A,4.00,2,4,3
54,Alvina Brazee  ,1/28/2020,Location D,5.00,2,1,1
43,Frederica Tope  ,3/12/2020,Location D,8.00,3,5,5
5,Khalilah Gratz  ,2/8/2020,Location C,4.00,3,2,1
51,Dorine Varnell  ,4/5/2020,Location D,8.00,8,3,1
9,Dorine Varnell  ,4/5/2020,Location D,4.00,2,3,2
7,Bobbie Cannella  ,1/24/2020,Location D,0.00,0,4,1
43,Dorine Varnell  ,2/5/2020,Location D,8.00,7,5,1
82,Carolina Golla  ,2/19/2020,Location B,1.00,1,4,2
82,Mariano Defibaugh  ,2/12/2020,Location C,3.00,3,4,4
1,Alvina Brazee  ,1/28/2020,Location D,8.00,1,3,1
5,Bobbie Cannella  ,1/14/2020,Location B,5.00,3,4,2
48,Rueben Maxfield  ,2/16/2020,Location C,0.00,0,5,2
41,Frederica Tope  ,1/22/2020,Location B,0.00,0,5,2
34,Dorine Varnell  ,2/15/2020,Location B,2.00,0,4,3
39,Carolina Golla  ,1/30/2020,Location B,2.00,1,1,1
38,Dorine Varnell  ,3/16/2020,Location D,7.00,5,4,4
48,Alvina Brazee  ,1/18/2020,Location B,6.00,2,2,1
74,Carolina Golla  ,2/9/2020,Location D,3.00,3,5,5
61,Rueben Maxfield  ,1/27/2020,Location C,6.00,2,3,1
95,Felica Pajak  ,3/31/2020,Location C,5.00,5,2,2
27,Alvina Brazee  ,1/8/2020,Location D,3.00,0,5,5
64,Felica Pajak  ,3/11/2020,Location C,1.00,0,3,3
5,Dorine Varnell  ,1/16/2020,Location D,1.00,1,1,1
87,Khalilah Gratz  ,3/19/2020,Location C,3.00,1,1,1
18,Dorine Varnell  ,3/16/2020,Location D,6.00,1,1,1
85,Frederica Tope  ,1/12/2020,Location D,7.00,4,5,3
99,Rueben Maxfield  ,1/17/2020,Location A,5.00,3,1,1
94,Archie Mobley  ,3/25/2020,Location A,6.00,0,2,2
5,Mariano Defibaugh  ,2/12/2020,Location C,2.00,0,5,4
22,Mariano Defibaugh  ,2/2/2020,Location A,4.00,2,3,2
72,Mariano Defibaugh  ,1/3/2020,Location C,0.00,0,1,1
4,Carolina Golla  ,1/30/2020,Location B,3.00,3,5,4
33,Khalilah Gratz  ,1/9/2020,Location A,4.00,0,2,2
12,Archie Mobley  ,3/25/2020,Location A,0.00,0,5,2
63,Frederica Tope  ,4/1/2020,Location D,5.00,0,4,3
47,Felica Pajak  ,1/1/2020,Location A,5.00,4,2,2
75,Rueben Maxfield  ,1/17/2020,Location A,7.00,7,1,1
51,Mariano Defibaugh  ,2/22/2020,Location A,7.00,2,2,2
39,Archie Mobley  ,3/5/2020,Location A,5.00,1,5,1
98,Archie Mobley  ,3/25/2020,Location A,7.00,2,2,2
79,Archie Mobley  ,3/15/2020,Location C,5.00,0,2,1
52,Frederica Tope  ,4/1/2020,Location D,3.00,3,4,3
13,Rueben Maxfield  ,2/26/2020,Location A,3.00,1,1,1
40,Mariano Defibaugh  ,1/3/2020,Location C,2.00,1,5,3
72,Frederica Tope  ,1/2/2020,Location B,5.00,2,1,1
90,Mariano Defibaugh  ,2/12/2020,Location C,6.00,4,3,2
80,Carolina Golla  ,2/9/2020,Location D,4.00,0,1,1
89,Archie Mobley  ,2/14/2020,Location A,7.00,4,1,1
88,Mariano Defibaugh  ,3/23/2020,Location C,6.00,2,5,1
51,Dorine Varnell  ,2/15/2020,Location B,8.00,8,2,2
98,Felica Pajak  ,3/31/2020,Location C,2.00,0,1,1
30,Carolina Golla  ,3/20/2020,Location D,0.00,0,5,3
88,Khalilah Gratz  ,3/19/2020,Location C,1.00,1,5,4
76,Bobbie Cannella  ,3/14/2020,Location B,6.00,6,5,5
43,Archie Mobley  ,3/25/2020,Location A,0.00,0,5,1
52,Dorine Varnell  ,3/6/2020,Location B,3.00,0,2,1
30,Felica Pajak  ,1/31/2020,Location C,7.00,5,4,2
76,Archie Mobley  ,1/25/2020,Location A,4.00,0,3,3
36,Dorine Varnell  ,3/6/2020,Location B,7.00,1,1,1
15,Carolina Golla  ,2/19/2020,Location B,7.00,7,2,2
35,Alvina Brazee  ,3/28/2020,Location D,4.00,0,3,2
64,Khalilah Gratz  ,2/28/2020,Location C,6.00,1,3,2
73,Khalilah Gratz  ,4/8/2020,Location C,2.00,1,4,1
22,Felica Pajak  ,3/1/2020,Location A,8.00,7,5,1
6,Mariano Defibaugh  ,4/2/2020,Location A,8.00,4,3,3
48,Dorine Varnell  ,1/16/2020,Location D,0.00,0,4,4
49,Bobbie Cannella  ,4/3/2020,Location B,8.00,1,5,1
19,Dorine Varnell  ,3/16/2020,Location D,5.00,0,1,1
65,Mariano Defibaugh  ,1/13/2020,Location A,6.00,0,1,1
4,Frederica Tope  ,3/22/2020,Location B,1.00,0,3,2
30,Bobbie Cannella  ,1/4/2020,Location D,4.00,3,2,1
15,Archie Mobley  ,2/24/2020,Location C,0.00,0,5,3
47,Frederica Tope  ,3/22/2020,Location B,8.00,8,4,3
67,Khalilah Gratz  ,3/9/2020,Location A,0.00,0,1,1
44,Frederica Tope  ,2/1/2020,Location D,7.00,5,1,1
31,Bobbie Cannella  ,3/4/2020,Location D,4.00,1,2,2
68,Frederica Tope  ,1/22/2020,Location B,5.00,0,2,2
14,Mariano Defibaugh  ,3/3/2020,Location C,0.00,0,1,1
4,Carolina Golla  ,2/9/2020,Location D,2.00,1,1,1
2,Rueben Maxfield  ,2/16/2020,Location C,5.00,5,2,2
83,Alvina Brazee  ,1/18/2020,Location B,5.00,1,1,1
4,Dorine Varnell  ,2/15/2020,Location B,7.00,6,2,2
25,Khalilah Gratz  ,4/8/2020,Location C,2.00,2,5,3
61,Carolina Golla  ,1/30/2020,Location B,8.00,0,4,1
24,Alvina Brazee  ,2/7/2020,Location B,1.00,0,2,1
28,Alvina Brazee  ,1/28/2020,Location D,1.00,0,5,1
12,Archie Mobley  ,1/25/2020,Location A,7.00,5,2,1
29,Alvina Brazee  ,1/8/2020,Location D,5.00,2,1,1
41,Mariano Defibaugh  ,3/23/2020,Location C,3.00,3,3,1
35,Felica Pajak  ,3/11/2020,Location C,6.00,3,2,2
81,Carolina Golla  ,3/20/2020,Location D,7.00,0,3,2
19,Dorine Varnell  ,2/25/2020,Location D,2.00,2,1,1
81,Alvina Brazee  ,4/7/2020,Location B,2.00,1,1,1
20,Frederica Tope  ,2/11/2020,Location B,1.00,0,5,3
62,Alvina Brazee  ,3/8/2020,Location D,2.00,0,2,2
79,Felica Pajak  ,1/31/2020,Location C,2.00,2,2,1
83,Alvina Brazee  ,2/17/2020,Location D,5.00,5,3,3
34,Mariano Defibaugh  ,2/2/2020,Location A,0.00,0,4,4
92,Khalilah Gratz  ,1/9/2020,Location A,1.00,1,5,4
32,Felica Pajak  ,3/11/2020,Location C,6.00,0,3,2
74,Archie Mobley  ,2/4/2020,Location C,6.00,4,2,2
34,Alvina Brazee  ,1/18/2020,Location B,3.00,3,5,2
3,Carolina Golla  ,2/29/2020,Location D,2.00,2,1,1
20,Archie Mobley  ,3/25/2020,Location A,5.00,5,2,1
92,Archie Mobley  ,1/5/2020,Location A,8.00,2,1,1
71,Dorine Varnell  ,3/6/2020,Location B,0.00,0,5,2
48,Alvina Brazee  ,3/8/2020,Location D,8.00,0,3,3
31,Mariano Defibaugh  ,1/23/2020,Location C,4.00,2,5,4
17,Mariano Defibaugh  ,3/23/2020,Location C,7.00,5,3,1
58,Bobbie Cannella  ,1/4/2020,Location D,0.00,0,2,2
94,Alvina Brazee  ,3/8/2020,Location D,1.00,0,4,1
93,Rueben Maxfield  ,2/26/2020,Location A,7.00,3,1,1
63,Bobbie Cannella  ,1/24/2020,Location D,4.00,3,1,1
64,Mariano Defibaugh  ,2/12/2020,Location C,6.00,0,4,3
54,Frederica Tope  ,2/11/2020,Location B,4.00,0,1,1
98,Dorine Varnell  ,2/15/2020,Location B,3.00,1,3,2
37,Frederica Tope  ,4/1/2020,Location D,0.00,0,4,2
28,Archie Mobley  ,1/15/2020,Location C,5.00,4,4,3
80,Rueben Maxfield  ,4/6/2020,Location A,1.00,1,1,1
4,Dorine Varnell  ,3/26/2020,Location B,7.00,5,2,1
66,Frederica Tope  ,2/1/2020,Location D,4.00,4,3,2
84,Felica Pajak  ,1/31/2020,Location C,0.00,0,3,1
87,Rueben Maxfield  ,1/17/2020,Location A,7.00,2,3,3
53,Felica Pajak  ,1/11/2020,Location C,4.00,2,2,2
18,Mariano Defibaugh  ,1/13/2020,Location A,8.00,2,4,2
61,Rueben Maxfield  ,3/7/2020,Location C,5.00,4,1,1
22,Dorine Varnell  ,1/16/2020,Location D,6.00,1,1,1
60,Carolina Golla  ,1/10/2020,Location B,0.00,0,5,5
83,Frederica Tope  ,4/1/2020,Location D,1.00,1,3,1
19,Khalilah Gratz  ,1/9/2020,Location A,2.00,1,1,1
30,Dorine Varnell  ,1/6/2020,Location B,0.00,0,3,2
2,Khalilah Gratz  ,2/8/2020,Location C,6.00,1,4,3
82,Frederica Tope  ,3/12/2020,Location D,8.00,1,2,2
41,Dorine Varnell  ,1/26/2020,Location B,1.00,0,5,2
62,Mariano Defibaugh  ,2/22/2020,Location A,4.00,2,5,2
47,Alvina Brazee  ,3/28/2020,Location D,8.00,2,5,1
37,Rueben Maxfield  ,4/6/2020,Location A,6.00,4,3,3
43,Bobbie Cannella  ,2/13/2020,Location D,5.00,3,3,3
74,Bobbie Cannella  ,2/13/2020,Location D,1.00,0,4,4
92,Khalilah Gratz  ,4/8/2020,Location C,1.00,0,2,2
30,Mariano Defibaugh  ,2/22/2020,Location A,4.00,2,3,1
1,Carolina Golla  ,3/10/2020,Location B,7.00,4,3,2
91,Bobbie Cannella  ,4/3/2020,Location B,0.00,0,2,1
28,Mariano Defibaugh  ,3/13/2020,Location A,1.00,0,2,1
63,Rueben Maxfield  ,2/6/2020,Location A,7.00,0,5,4
41,Rueben Maxfield  ,3/7/2020,Location C,8.00,4,1,1
90,Archie Mobley  ,4/4/2020,Location C,1.00,0,4,1
48,Dorine Varnell  ,1/26/2020,Location B,6.00,4,1,1
9,Bobbie Cannella  ,3/4/2020,Location D,1.00,0,1,1
97,Mariano Defibaugh  ,2/12/2020,Location C,3.00,0,1,1
50,Frederica Tope  ,3/2/2020,Location B,1.00,1,3,3
35,Felica Pajak  ,1/31/2020,Location C,5.00,1,1,1
88,Archie Mobley  ,1/5/2020,Location A,5.00,1,4,2
89,Dorine Varnell  ,1/6/2020,Location B,5.00,5,3,1
99,Frederica Tope  ,2/11/2020,Location B,4.00,2,1,1
71,Carolina Golla  ,2/9/2020,Location D,0.00,0,3,3
89,Khalilah Gratz  ,2/18/2020,Location A,2.00,2,2,1
43,Dorine Varnell  ,2/15/2020,Location B,2.00,2,1,1
9,Archie Mobley  ,2/24/2020,Location C,2.00,1,2,2
61,Dorine Varnell  ,2/25/2020,Location D,5.00,0,3,1
31,Alvina Brazee  ,1/18/2020,Location B,7.00,7,2,2
97,Alvina Brazee  ,3/8/2020,Location D,6.00,0,4,1
87,Alvina Brazee  ,3/8/2020,Location D,1.00,0,3,3
33,Frederica Tope  ,1/22/2020,Location B,1.00,0,1,1
50,Frederica Tope  ,3/2/2020,Location B,5.00,4,2,2
70,Frederica Tope  ,3/12/2020,Location D,2.00,0,1,1
74,Khalilah Gratz  ,2/18/2020,Location A,4.00,4,5,4
87,Mariano Defibaugh  ,1/3/2020,Location C,5.00,2,3,2
25,Archie Mobley  ,1/5/2020,Location A,5.00,1,3,3
51,Mariano Defibaugh  ,3/3/2020,Location C,7.00,5,3,1
63,Mariano Defibaugh  ,2/22/2020,Location A,8.00,7,1,1
98,Carolina Golla  ,1/20/2020,Location D,4.00,2,1,1
38,Khalilah Gratz  ,2/8/2020,Location C,7.00,4,5,4
21,Carolina Golla  ,1/20/2020,Location D,8.00,1,4,1
29,Alvina Brazee  ,1/18/2020,Location B,2.00,0,1,1
2,Frederica Tope  ,2/21/2020,Location D,3.00,0,3,1
25,Archie Mobley  ,3/15/2020,Location C,3.00,0,2,1
19,Rueben Maxfield  ,1/27/2020,Location C,6.00,6,2,2
34,Bobbie Cannella  ,2/3/2020,Location B,8.00,1,1,1
57,Alvina Brazee  ,2/27/2020,Location B,1.00,0,2,2
15,Dorine Varnell  ,1/16/2020,Location D,2.00,1,3,3
92,Rueben Maxfield  ,1/7/2020,Location C,1.00,1,2,1
15,Felica Pajak  ,1/31/2020,Location C,3.00,3,1,1
83,Rueben Maxfield  ,3/17/2020,Location A,5.00,0,4,4
66,Khalilah Gratz  ,2/18/2020,Location A,2.00,0,5,2
16,Bobbie Cannella  ,3/24/2020,Location D,6.00,3,3,3
57,Rueben Maxfield  ,4/6/2020,Location A,3.00,2,4,2
44,Alvina Brazee  ,3/18/2020,Location B,4.00,2,5,1
23,Mariano Defibaugh  ,3/13/2020,Location A,2.00,1,2,1
89,Alvina Brazee  ,3/18/2020,Location B,2.00,1,3,2
6,Frederica Tope  ,1/2/2020,Location B,6.00,4,2,2
69,Alvina Brazee  ,3/8/2020,Location D,6.00,1,5,5
74,Bobbie Cannella  ,2/23/2020,Location B,7.00,0,1,1
25,Alvina Brazee  ,2/17/2020,Location D,4.00,4,2,1
91,Bobbie Cannella  ,1/24/2020,Location D,4.00,1,2,2
84,Archie Mobley  ,2/24/2020,Location C,0.00,0,5,3
49,Bobbie Cannella  ,1/24/2020,Location D,5.00,2,4,3
54,Alvina Brazee  ,4/7/2020,Location B,7.00,2,5,3
25,Khalilah Gratz  ,1/19/2020,Location C,8.00,0,5,2
33,Carolina Golla  ,2/19/2020,Location B,5.00,0,5,2
43,Rueben Maxfield  ,3/27/2020,Location C,8.00,2,1,1
24,Rueben Maxfield  ,2/26/2020,Location A,0.00,0,4,4
60,Khalilah Gratz  ,3/29/2020,Location A,1.00,0,1,1
89,Alvina Brazee  ,2/7/2020,Location B,3.00,3,3,2
27,Mariano Defibaugh  ,3/13/2020,Location A,3.00,0,5,2
89,Dorine Varnell  ,2/15/2020,Location B,7.00,2,4,1
8,Archie Mobley  ,3/25/2020,Location A,1.00,0,2,1
26,Carolina Golla  ,3/20/2020,Location D,2.00,1,2,1
37,Alvina Brazee  ,4/7/2020,Location B,1.00,0,5,3
83,Khalilah Gratz  ,3/29/2020,Location A,7.00,6,3,1
97,Khalilah Gratz  ,3/19/2020,Location C,4.00,3,4,2
89,Carolina Golla  ,1/30/2020,Location B,5.00,1,4,4
53,Felica Pajak  ,3/31/2020,Location C,0.00,0,1,1
61,Dorine Varnell  ,3/6/2020,Location B,1.00,1,1,1
26,Archie Mobley  ,2/4/2020,Location C,0.00,0,5,2
64,Alvina Brazee  ,1/28/2020,Location D,5.00,4,5,1
77,Bobbie Cannella  ,3/4/2020,Location D,6.00,4,1,1
7,Frederica Tope  ,1/22/2020,Location B,6.00,5,1,1
21,Rueben Maxfield  ,1/7/2020,Location C,8.00,1,1,1
87,Frederica Tope  ,1/2/2020,Location B,0.00,0,4,4
78,Carolina Golla  ,1/10/2020,Location B,2.00,1,3,2
97,Archie Mobley  ,2/14/2020,Location A,0.00,0,4,3
4,Mariano Defibaugh  ,1/13/2020,Location A,3.00,0,2,2
78,Bobbie Cannella  ,3/4/2020,Location D,8.00,2,5,1
27,Dorine Varnell  ,2/15/2020,Location B,1.00,0,1,1
53,Rueben Maxfield  ,4/6/2020,Location A,8.00,3,5,5
100,Khalilah Gratz  ,1/9/2020,Location A,3.00,0,3,3
51,Mariano Defibaugh  ,4/2/2020,Location A,7.00,5,5,3
100,Felica Pajak  ,1/21/2020,Location A,1.00,1,2,2
77,Khalilah Gratz  ,1/9/2020,Location A,1.00,0,2,1
8,Carolina Golla  ,1/30/2020,Location B,5.00,3,5,5
45,Archie Mobley  ,1/15/2020,Location C,7.00,2,4,1
74,Rueben Maxfield  ,2/16/2020,Location C,0.00,0,1,1
46,Felica Pajak  ,1/31/2020,Location C,8.00,3,3,1
57,Frederica Tope  ,3/2/2020,Location B,4.00,1,3,1
97,Frederica Tope  ,3/2/2020,Location B,8.00,2,5,5
92,Rueben Maxfield  ,1/27/2020,Location C,3.00,3,3,1
89,Khalilah Gratz  ,3/9/2020,Location A,1.00,1,4,4
89,Dorine Varnell  ,1/26/2020,Location B,0.00,0,2,1
57,Dorine Varnell  ,2/25/2020,Location D,1.00,0,5,1
84,Felica Pajak  ,1/11/2020,Location C,1.00,0,2,1
65,Bobbie Cannella  ,3/24/2020,Location D,5.00,2,5,3
48,Bobbie Cannella  ,3/14/2020,Location B,7.00,4,1,1
29,Carolina Golla  ,3/20/2020,Location D,5.00,1,5,5
13,Carolina Golla  ,3/30/2020,Location B,0.00,0,3,3
20,Bobbie Cannella  ,2/23/2020,Location B,3.00,2,2,1
96,Dorine Varnell  ,1/26/2020,Location B,7.00,7,3,3
28,Mariano Defibaugh  ,2/22/2020,Location A,6.00,4,1,1
80,Khalilah Gratz  ,2/18/2020,Location A,6.00,5,5,5
86,Mariano Defibaugh  ,2/22/2020,Location A,8.00,2,3,3
29,Archie Mobley  ,1/5/2020,Location A,6.00,1,1,1
22,Frederica Tope  ,3/12/2020,Location D,6.00,3,5,3
1,Alvina Brazee  ,3/8/2020,Location D,8.00,5,5,5
76,Khalilah Gratz  ,1/19/2020,Location C,3.00,1,4,3
8,Alvina Brazee  ,2/7/2020,Location B,4.00,3,4,4
20,Felica Pajak  ,3/21/2020,Location A,3.00,2,5,4
42,Felica Pajak  ,3/1/2020,Location A,6.00,5,5,1
87,Mariano Defibaugh  ,3/23/2020,Location C,2.00,1,3,3
64,Mariano Defibaugh  ,2/12/2020,Location C,6.00,4,5,1
85,Mariano Defibaugh  ,3/13/2020,Location A,0.00,0,3,1
51,Felica Pajak  ,2/10/2020,Location A,0.00,0,4,1
60,Felica Pajak  ,1/1/2020,Location A,6.00,2,5,4
35,Carolina Golla  ,2/19/2020,Location B,6.00,1,5,3
38,Carolina Golla  ,2/29/2020,Location D,4.00,3,1,1
71,Dorine Varnell  ,4/5/2020,Location D,2.00,2,4,3
65,Dorine Varnell  ,3/26/2020,Location B,4.00,2,5,2
52,Carolina Golla  ,2/9/2020,Location D,1.00,0,4,4
25,Rueben Maxfield  ,1/27/2020,Location C,2.00,2,4,2
9,Khalilah Gratz  ,2/28/2020,Location C,3.00,1,3,1
66,Felica Pajak  ,3/11/2020,Location C,1.00,1,1,1
4,Alvina Brazee  ,1/28/2020,Location D,4.00,1,4,2
42,Felica Pajak  ,1/11/2020,Location C,8.00,1,2,2
36,Rueben Maxfield  ,3/17/2020,Location A,3.00,3,1,1
20,Felica Pajak  ,1/31/2020,Location C,7.00,3,4,4
88,Carolina Golla  ,3/10/2020,Location B,0.00,0,2,1
1,Felica Pajak  ,3/1/2020,Location A,6.00,3,5,4
52,Rueben Maxfield  ,3/7/2020,Location C,7.00,2,5,2
52,Felica Pajak  ,1/11/2020,Location C,2.00,1,5,2
23,Khalilah Gratz  ,4/8/2020,Location C,2.00,0,2,1
62,Bobbie Cannella  ,1/14/2020,Location B,8.00,5,4,4
100,Rueben Maxfield  ,3/17/2020,Location A,8.00,5,4,3
92,Carolina Golla  ,1/30/2020,Location B,1.00,1,4,2
67,Felica Pajak  ,3/21/2020,Location A,0.00,0,4,4
53,Bobbie Cannella  ,1/14/2020,Location B,7.00,6,4,1
28,Bobbie Cannella  ,4/3/2020,Location B,3.00,3,2,2
98,Felica Pajak  ,1/1/2020,Location A,8.00,1,3,3
67,Rueben Maxfield  ,4/6/2020,Location A,5.00,1,4,1
23,Frederica Tope  ,1/2/2020,Location B,2.00,0,1,1
7,Carolina Golla  ,1/20/2020,Location D,3.00,0,1,1
79,Carolina Golla  ,2/9/2020,Location D,2.00,0,5,3
7,Frederica Tope  ,2/11/2020,Location B,1.00,1,2,2
26,Alvina Brazee  ,3/28/2020,Location D,5.00,2,5,4
75,Khalilah Gratz  ,1/9/2020,Location A,4.00,4,1,1
79,Rueben Maxfield  ,4/6/2020,Location A,4.00,1,1,1
74,Khalilah Gratz  ,3/29/2020,Location A,3.00,3,3,2
2,Mariano Defibaugh  ,2/22/2020,Location A,7.00,0,5,3
63,Bobbie Cannella  ,2/13/2020,Location D,1.00,0,2,2
47,Mariano Defibaugh  ,3/3/2020,Location C,1.00,0,5,1
